6
27.596
1
5
6
-82.2309,117.191,0,0,0,-0.731484,0.681858
-82.2138,116.607,0,0,0,0,0
-82.1865,116.022,0,0,0,0,0
-82.1391,115.435,0,0,0,0,0
-82.0613,114.848,0,0,0,0,0
-81.943,114.265,0,0,0,0,0
-81.7741,113.694,0,0,0,0,0
-81.5458,113.143,0,0,0,0,0
-81.2522,112.622,0,0,0,0,0
-80.8933,112.14,0,0,0,0,0
-80.4762,111.704,0,0,0,0,0
-80.0122,111.317,0,0,0,0,0
-79.5136,110.982,0,0,0,0,0
-78.991,110.698,0,0,0,0,0
-78.4526,110.457,0,0,0,0,0
-77.904,110.25,0,0,0,0,0
-77.3485,110.067,0,0,0,0,0
-76.7874,109.903,0,0,0,0,0
-76.2212,109.753,0,0,0,0,0
-75.6499,109.617,0,0,0,0,0
-75.0737,109.489,0,0,0,0,0
-74.4922,109.364,0,0,0,0,0
-73.9036,109.238,0,0,0,0,0
-73.3046,109.104,0,0,0,0,0
-72.6911,108.955,0,0,0,0,0
-72.0611,108.787,0,0,0,0,0
-71.4178,108.603,0,0,0,0,0
-70.7671,108.404,0,0,0,0,0
-70.115,108.187,0,0,0,0,0
-69.4681,107.942,0,0,0,0,0
-68.834,107.655,0,0,0,0,0
-68.2208,107.308,0,0,0,0,0
-67.6333,106.911,0,0,0,0,0
-67.0863,106.464,0,0,0,0,0
-66.6135,105.949,0,0,0,0,0
-66.2621,105.335,0,0,0,0,0
-65.9853,104.666,0,0,0,0,0
-65.7573,103.978,0,0,0,0,0
-65.5933,103.301,0,0,0,0,0
-65.5901,102.689,0,0,0,0,0
-65.6388,102.097,0,0,0,0,0
-65.7041,101.512,0,0,0,0,0
-65.7746,100.928,0,0,0,0,0
-65.8467,100.346,0,0,0,0,0
-65.9192,99.7633,0,0,0,0,0
