0
74.1566
1
8
0
-59.1669,-0.15499,0,0,0,-0.0406231,0.999175
-58.6582,-0.168319,0,0,0,0,0
-58.1495,-0.181648,0,0,0,0,0
-57.6408,-0.194977,0,0,0,0,0
-57.1321,-0.208306,0,0,0,0,0
-56.6233,-0.221635,0,0,0,0,0
-56.1146,-0.234964,0,0,0,0,0
-55.6059,-0.248293,0,0,0,0,0
-55.0972,-0.261622,0,0,0,0,0
-54.5885,-0.27495,0,0,0,0,0
-54.0797,-0.288279,0,0,0,0,0
-53.571,-0.301608,0,0,0,0,0
-53.0623,-0.314937,0,0,0,0,0
-52.5536,-0.328266,0,0,0,0,0
-52.0449,-0.341595,0,0,0,0,0
-51.5361,-0.354924,0,0,0,0,0
-51.0274,-0.368253,0,0,0,0,0
-50.5187,-0.381582,0,0,0,0,0
-50.01,-0.394911,0,0,0,0,0
-49.5013,-0.40824,0,0,0,0,0
-48.9925,-0.421569,0,0,0,0,0
-48.4838,-0.434897,0,0,0,0,0
-47.9751,-0.448226,0,0,0,0,0
-47.4664,-0.461555,0,0,0,0,0
-46.9577,-0.474884,0,0,0,0,0
-46.4489,-0.488213,0,0,0,0,0
-45.9402,-0.501542,0,0,0,0,0
-45.4315,-0.514871,0,0,0,0,0
-44.9228,-0.5282,0,0,0,0,0
-44.4141,-0.541529,0,0,0,0,0
-43.9053,-0.554858,0,0,0,0,0
-43.3966,-0.568187,0,0,0,0,0
-42.8879,-0.581516,0,0,0,0,0
-42.3792,-0.594844,0,0,0,0,0
-41.8705,-0.608173,0,0,0,0,0
-41.3617,-0.621502,0,0,0,0,0
-40.853,-0.634831,0,0,0,0,0
-40.3443,-0.64816,0,0,0,0,0
-39.8356,-0.661489,0,0,0,0,0
-39.3269,-0.674818,0,0,0,0,0
-38.8181,-0.688147,0,0,0,0,0
-38.3094,-0.701476,0,0,0,0,0
-37.8007,-0.714805,0,0,0,0,0
-37.292,-0.728134,0,0,0,0,0
-36.7833,-0.741463,0,0,0,0,0
-36.2745,-0.754791,0,0,0,0,0
-35.7658,-0.76812,0,0,0,0,0
-35.2571,-0.781449,0,0,0,0,0
-34.7484,-0.794778,0,0,0,0,0
-34.2395,-0.808636,0,0,0,0,0
-33.7299,-0.825882,0,0,0,0,0
-33.2187,-0.849225,0,0,0,0,0
-32.707,-0.874872,0,0,0,0,0
-32.1952,-0.901196,0,0,0,0,0
-31.6833,-0.927699,0,0,0,0,0
-31.1714,-0.954246,0,0,0,0,0
-30.6595,-0.980804,0,0,0,0,0
-30.1476,-1.00736,0,0,0,0,0
-29.6357,-1.03393,0,0,0,0,0
-29.1238,-1.06049,0,0,0,0,0
-28.6119,-1.08705,0,0,0,0,0
-28.0999,-1.11361,0,0,0,0,0
-27.588,-1.14017,0,0,0,0,0
-27.0761,-1.16673,0,0,0,0,0
-26.5642,-1.19329,0,0,0,0,0
-26.0523,-1.21985,0,0,0,0,0
-25.5404,-1.24642,0,0,0,0,0
-25.0285,-1.27298,0,0,0,0,0
-24.5166,-1.29954,0,0,0,0,0
-24.0047,-1.3261,0,0,0,0,0
-23.4928,-1.35266,0,0,0,0,0
-22.9809,-1.37922,0,0,0,0,0
-22.469,-1.40578,0,0,0,0,0
-21.9571,-1.43234,0,0,0,0,0
-21.4451,-1.45891,0,0,0,0,0
-20.9332,-1.48547,0,0,0,0,0
-20.4213,-1.51203,0,0,0,0,0
-19.9094,-1.53859,0,0,0,0,0
-19.3975,-1.56515,0,0,0,0,0
-18.8856,-1.59171,0,0,0,0,0
-18.3737,-1.61827,0,0,0,0,0
-17.8618,-1.64483,0,0,0,0,0
-17.3499,-1.6714,0,0,0,0,0
-16.838,-1.69796,0,0,0,0,0
-16.3261,-1.72452,0,0,0,0,0
-15.8142,-1.75108,0,0,0,0,0
-15.3023,-1.77764,0,0,0,0,0
-14.7904,-1.8042,0,0,0,0,0
-14.2784,-1.83076,0,0,0,0,0
-13.7665,-1.85732,0,0,0,0,0
-13.2546,-1.88388,0,0,0,0,0
-12.7427,-1.91045,0,0,0,0,0
-12.2308,-1.93701,0,0,0,0,0
-11.7189,-1.96357,0,0,0,0,0
-11.207,-1.99013,0,0,0,0,0
-10.6951,-2.01669,0,0,0,0,0
-10.1852,-2.04283,0,0,0,0,0
-9.68152,-2.0676,0,0,0,0,0
-9.17915,-2.09211,0,0,0,0,0
-8.67703,-2.11656,0,0,0,0,0
-8.17496,-2.141,0,0,0,0,0
-7.6729,-2.16543,0,0,0,0,0
-7.17085,-2.18987,0,0,0,0,0
-6.66879,-2.21431,0,0,0,0,0
-6.16674,-2.23874,0,0,0,0,0
-5.66468,-2.26318,0,0,0,0,0
-5.16262,-2.28762,0,0,0,0,0
-4.66057,-2.31205,0,0,0,0,0
-4.15851,-2.33649,0,0,0,0,0
-3.65646,-2.36092,0,0,0,0,0
-3.1544,-2.38536,0,0,0,0,0
-2.65235,-2.4098,0,0,0,0,0
-2.15029,-2.43423,0,0,0,0,0
-1.64823,-2.45867,0,0,0,0,0
-1.14618,-2.48311,0,0,0,0,0
-0.644122,-2.50754,0,0,0,0,0
-0.142066,-2.53198,0,0,0,0,0
0.35999,-2.55642,0,0,0,0,0
0.862046,-2.58085,0,0,0,0,0
1.3641,-2.60529,0,0,0,0,0
1.86616,-2.62972,0,0,0,0,0
2.36821,-2.65416,0,0,0,0,0
2.87027,-2.6786,0,0,0,0,0
3.37232,-2.70303,0,0,0,0,0
3.87438,-2.72747,0,0,0,0,0
4.37644,-2.75191,0,0,0,0,0
4.87849,-2.77634,0,0,0,0,0
5.38055,-2.80078,0,0,0,0,0
5.8826,-2.82521,0,0,0,0,0
6.38466,-2.84965,0,0,0,0,0
6.88672,-2.87409,0,0,0,0,0
7.38877,-2.89852,0,0,0,0,0
7.89083,-2.92296,0,0,0,0,0
8.39288,-2.9474,0,0,0,0,0
8.89494,-2.97183,0,0,0,0,0
9.39699,-2.99627,0,0,0,0,0
9.89905,-3.02071,0,0,0,0,0
10.4011,-3.04514,0,0,0,0,0
10.9032,-3.06958,0,0,0,0,0
11.4052,-3.09401,0,0,0,0,0
11.9073,-3.11845,0,0,0,0,0
12.4093,-3.14289,0,0,0,0,0
12.9114,-3.16732,0,0,0,0,0
13.4134,-3.19176,0,0,0,0,0
13.9155,-3.2162,0,0,0,0,0
14.4176,-3.24063,0,0,0,0,0
14.9196,-3.26507,0,0,0,0,0
